id,title,author,genre,description,rating,features
1297,A Study of History,Arnold J. Toynbee,history,Description not available.,0.0,A Study of History Arnold J. Toynbee history Description not available.
1298,The Outline of History,H. G. Wells,history,Description not available.,0.0,The Outline of History H. G. Wells history Description not available.
1299,What happened in history,V. Gordon Childe,history,Description not available.,0.0,What happened in history V. Gordon Childe history Description not available.
1300,Bible,Bible,history,Description not available.,0.0,Bible Bible history Description not available.
1301,Documentary sources of Philippine history,Gregorio F. Zaide,history,Description not available.,0.0,Documentary sources of Philippine history Gregorio F. Zaide history Description not available.
1302,"Guns, Germs, and Steel",Jared Diamond,history,Description not available.,0.0,"Guns, Germs, and Steel Jared Diamond history Description not available."
1303,America,Mary Lynn Rampolla,history,Description not available.,0.0,America Mary Lynn Rampolla history Description not available.
1304,1776,David McCullough,history,Description not available.,0.0,1776 David McCullough history Description not available.
1305,History of the Decline and Fall of the Roman Empire Complete and Unabridged,Edward Gibbon,history,Description not available.,0.0,History of the Decline and Fall of the Roman Empire Complete and Unabridged Edward Gibbon history Description not available.
1306,P'ing-yang hsien chih,Unknown,history,Description not available.,0.0,P'ing-yang hsien chih Unknown history Description not available.
1307,Islam,Karen Armstrong,history,Description not available.,0.0,Islam Karen Armstrong history Description not available.
1308,The business world,Unknown,history,Description not available.,0.0,The business world Unknown history Description not available.
1309,The Destruction of black civilisation,Chancellor Williams,history,Description not available.,0.0,The Destruction of black civilisation Chancellor Williams history Description not available.
1310,A short history of chemistry,Isaac Asimov,history,Description not available.,0.0,A short history of chemistry Isaac Asimov history Description not available.
1311,Discovering Classical Music,Ian Christians,history,Description not available.,0.0,Discovering Classical Music Ian Christians history Description not available.
1312,"The influence of sea power upon history, 1660-1783",Alfred Thayer Mahan,history,Description not available.,0.0,"The influence of sea power upon history, 1660-1783 Alfred Thayer Mahan history Description not available."
1313,"Ancient, Medieval, and Non-European Art",Helen Gardner,history,Description not available.,0.0,"Ancient, Medieval, and Non-European Art Helen Gardner history Description not available."
1314,The Great Transformation,Karl Polanyi,history,Description not available.,0.0,The Great Transformation Karl Polanyi history Description not available.
1315,"The Muqaddimah, an introduction to history",Ibn Khaldūn,history,Description not available.,0.0,"The Muqaddimah, an introduction to history Ibn Khaldūn history Description not available."
1316,The world of William Penn,Genevieve Foster,history,Description not available.,0.0,The world of William Penn Genevieve Foster history Description not available.
1317,Twelve years a slave,Solomon Northup,history,Description not available.,0.0,Twelve years a slave Solomon Northup history Description not available.
1318,A history of India,Romila Thapar,history,Description not available.,0.0,A history of India Romila Thapar history Description not available.
1319,A history of Western architecture,David Watkin,history,Description not available.,0.0,A history of Western architecture David Watkin history Description not available.
1320,The Story of Civilization I,Will Durant,history,Description not available.,0.0,The Story of Civilization I Will Durant history Description not available.
1321,A short history of nearly everything,Bill Bryson,history,Description not available.,0.0,A short history of nearly everything Bill Bryson history Description not available.
1322,America,George Brown Tindall,history,Description not available.,0.0,America George Brown Tindall history Description not available.
1323,Siete breves lecciones de física,Carlo Rovelli,history,Description not available.,0.0,Siete breves lecciones de física Carlo Rovelli history Description not available.
1324,The ascent of money,Niall Ferguson,history,Description not available.,0.0,The ascent of money Niall Ferguson history Description not available.
1325,On Tyranny,Timothy Snyder,history,Description not available.,0.0,On Tyranny Timothy Snyder history Description not available.
1326,Give Me Liberty!,Eric Foner,history,Description not available.,0.0,Give Me Liberty! Eric Foner history Description not available.
1327,Tragedy of Hyderabad,Mir Laik Ali,history,Description not available.,0.0,Tragedy of Hyderabad Mir Laik Ali history Description not available.
1328,Prehispanic source materials for the study of Philippine history,William Henry Scott,history,Description not available.,0.0,Prehispanic source materials for the study of Philippine history William Henry Scott history Description not available.
1329,America,David E. Shi,history,Description not available.,0.0,America David E. Shi history Description not available.
1330,American Odyssey,Gary B. Nash,history,Description not available.,0.0,American Odyssey Gary B. Nash history Description not available.
1331,Anak Semua Bangsa,Pramoedya Ananta Toer,history,Description not available.,0.0,Anak Semua Bangsa Pramoedya Ananta Toer history Description not available.
1332,After the fact,James West Davidson,history,Description not available.,0.0,After the fact James West Davidson history Description not available.
1333,Philippine history and government,Gregorio F. Zaide,history,Description not available.,0.0,Philippine history and government Gregorio F. Zaide history Description not available.
1334,The Art of Seduction,Robert Greene,history,Description not available.,0.0,The Art of Seduction Robert Greene history Description not available.
1335,La dame de Monsoreau,Alexandre Dumas,history,Description not available.,0.0,La dame de Monsoreau Alexandre Dumas history Description not available.
1336,"Götter, Gräber und Gelehrte",C. W. Ceram,history,Description not available.,0.0,"Götter, Gräber und Gelehrte C. W. Ceram history Description not available."
1337,Osman's Dream,Caroline Finkel,history,Description not available.,0.0,Osman's Dream Caroline Finkel history Description not available.
1338,Abraham Lincoln,Carl Sandburg,history,Description not available.,0.0,Abraham Lincoln Carl Sandburg history Description not available.
1339,Killers of the Flower Moon,David Grann,history,Description not available.,0.0,Killers of the Flower Moon David Grann history Description not available.
1340,Piacenza nella storia,Unknown,history,Description not available.,0.0,Piacenza nella storia Unknown history Description not available.
1341,Glimpses of world history,Jawaharlal Nehru,history,Description not available.,0.0,Glimpses of world history Jawaharlal Nehru history Description not available.
1342,Kleine Geschichten aus Thüringen,Unknown,history,Description not available.,0.0,Kleine Geschichten aus Thüringen Unknown history Description not available.
1343,"Genova, Ragusa, mare =",Unknown,history,Description not available.,0.0,"Genova, Ragusa, mare = Unknown history Description not available."
1344,Las venas abiertas de América Latina,Eduardo Galeano,history,Description not available.,0.0,Las venas abiertas de América Latina Eduardo Galeano history Description not available.
1345,Before the Mayflower,Lerone Bennett,history,Description not available.,0.0,Before the Mayflower Lerone Bennett history Description not available.
1346,Aspects of the novel,E. M. Forster,history,Description not available.,0.0,Aspects of the novel E. M. Forster history Description not available.
1347,Mara Daughter of the Nile,Eloise Jarvis McGraw,history,Description not available.,0.0,Mara Daughter of the Nile Eloise Jarvis McGraw history Description not available.
1348,Western Civilization,Jackson J. Spielvogel,history,Description not available.,0.0,Western Civilization Jackson J. Spielvogel history Description not available.
1349,Heimskringla; Lives/Saga of the Norse Kings,Snorri Sturluson,history,Description not available.,0.0,Heimskringla; Lives/Saga of the Norse Kings Snorri Sturluson history Description not available.
1350,The Warmth of Other Suns,Isabel Wilkerson,history,Description not available.,0.0,The Warmth of Other Suns Isabel Wilkerson history Description not available.
1351,From slavery to freedom,John Hope Franklin,history,Description not available.,0.0,From slavery to freedom John Hope Franklin history Description not available.
1352,The history of witchcraft and demonology,Montague Summers,history,Description not available.,0.0,The history of witchcraft and demonology Montague Summers history Description not available.
1353,Rubicon,Tom Holland,history,Description not available.,0.0,Rubicon Tom Holland history Description not available.
1354,Tree and Leaf,J.R.R. Tolkien,history,Description not available.,0.0,Tree and Leaf J.R.R. Tolkien history Description not available.
